ID,NAME,LABEL
328,cropped_12_5_33.jpeg,0
329,cropped_12_5_34.jpeg,0
330,cropped_12_5_35.jpeg,A
331,cropped_12_5_36.jpeg,B
332,cropped_12_5_37.jpeg,D
333,cropped_12_5_38.jpeg,D
334,cropped_12_5_39.jpeg,A
335,cropped_12_5_4.jpeg,A
336,cropped_12_5_40.jpeg,0
337,cropped_12_5_41.jpeg,0
338,cropped_12_5_42.jpeg,0
339,cropped_12_5_43.jpeg,0
340,cropped_12_5_44.jpeg,C
341,cropped_12_5_45.jpeg,A
342,cropped_12_5_46.jpeg,0
343,cropped_12_5_47.jpeg,A
344,cropped_12_5_48.jpeg,D
345,cropped_12_5_49.jpeg,C
346,cropped_12_5_5.jpeg,A
347,cropped_12_5_6.jpeg,D
348,cropped_12_5_7.jpeg,B
349,cropped_12_5_8.jpeg,0
350,cropped_12_5_9.jpeg,0
351,cropped_12_6_0.jpeg,D
352,cropped_12_6_1.jpeg,0
353,cropped_12_6_10.jpeg,0
354,cropped_12_6_11.jpeg,0
355,cropped_12_6_12.jpeg,B
356,cropped_12_6_13.jpeg,D
357,cropped_12_6_14.jpeg,A
358,cropped_12_6_15.jpeg,A
359,cropped_12_6_16.jpeg,B
360,cropped_12_6_17.jpeg,B
361,cropped_12_6_18.jpeg,C
362,cropped_12_6_19.jpeg,C
363,cropped_12_6_2.jpeg,0
364,cropped_12_6_20.jpeg,C
365,cropped_12_6_21.jpeg,A
366,cropped_12_6_22.jpeg,A
367,cropped_12_6_23.jpeg,B
368,cropped_12_6_24.jpeg,B
369,cropped_12_6_25.jpeg,B
370,cropped_12_6_26.jpeg,A
371,cropped_12_6_27.jpeg,C
372,cropped_12_6_28.jpeg,C
373,cropped_12_6_29.jpeg,C
374,cropped_12_6_3.jpeg,D
375,cropped_12_6_30.jpeg,A
376,cropped_12_6_31.jpeg,A
377,cropped_12_6_32.jpeg,0
378,cropped_12_6_33.jpeg,C
379,cropped_12_6_34.jpeg,C
380,cropped_12_6_35.jpeg,B
381,cropped_12_6_36.jpeg,B
382,cropped_12_6_37.jpeg,D
383,cropped_12_6_38.jpeg,B
384,cropped_12_6_39.jpeg,A
385,cropped_12_6_4.jpeg,0
386,cropped_12_6_40.jpeg,D
387,cropped_12_6_41.jpeg,B
388,cropped_12_6_42.jpeg,B
389,cropped_12_6_43.jpeg,A
390,cropped_12_6_44.jpeg,A
391,cropped_12_6_45.jpeg,A
392,cropped_12_6_46.jpeg,D
393,cropped_12_6_47.jpeg,D
394,cropped_12_6_48.jpeg,A
395,cropped_12_6_49.jpeg,C
396,cropped_12_6_5.jpeg,C
397,cropped_12_6_6.jpeg,0
398,cropped_12_6_7.jpeg,0
399,cropped_12_6_8.jpeg,0
400,cropped_12_6_9.jpeg,0
401,cropped_12_7_0.jpeg,X
402,cropped_12_7_1.jpeg,0
403,cropped_12_7_10.jpeg,C
404,cropped_12_7_11.jpeg,B
405,cropped_12_7_12.jpeg,D
406,cropped_12_7_13.jpeg,D
407,cropped_12_7_14.jpeg,A
408,cropped_12_7_15.jpeg,C
409,cropped_12_7_16.jpeg,D
410,cropped_12_7_17.jpeg,D
411,cropped_12_7_18.jpeg,C
412,cropped_12_7_19.jpeg,B
413,cropped_12_7_2.jpeg,0
414,cropped_12_7_20.jpeg,C
415,cropped_12_7_21.jpeg,B
416,cropped_12_7_22.jpeg,0
417,cropped_12_7_23.jpeg,B
418,cropped_12_7_24.jpeg,B
419,cropped_12_7_25.jpeg,A
420,cropped_12_7_26.jpeg,A
421,cropped_12_7_27.jpeg,D
422,cropped_12_7_28.jpeg,C
423,cropped_12_7_29.jpeg,0
424,cropped_12_7_3.jpeg,0
425,cropped_12_7_30.jpeg,0
426,cropped_12_7_31.jpeg,C
427,cropped_12_7_32.jpeg,D
428,cropped_12_7_33.jpeg,C
429,cropped_12_7_34.jpeg,0
430,cropped_12_7_35.jpeg,A
431,cropped_12_7_36.jpeg,B
432,cropped_12_7_37.jpeg,D
433,cropped_12_7_38.jpeg,D
434,cropped_12_7_39.jpeg,B
435,cropped_12_7_4.jpeg,0
436,cropped_12_7_40.jpeg,0
437,cropped_12_7_41.jpeg,B
438,cropped_12_7_42.jpeg,C
439,cropped_12_7_43.jpeg,C
440,cropped_12_7_44.jpeg,A
441,cropped_12_7_45.jpeg,A
442,cropped_12_7_46.jpeg,A
443,cropped_12_7_47.jpeg,A
444,cropped_12_7_48.jpeg,A
445,cropped_12_7_49.jpeg,C
446,cropped_12_7_5.jpeg,D
447,cropped_12_7_6.jpeg,A
448,cropped_12_7_7.jpeg,0
449,cropped_12_7_8.jpeg,0
450,cropped_12_7_9.jpeg,B
451,cropped_12_8_0.jpeg,A
452,cropped_12_8_1.jpeg,0
453,cropped_12_8_10.jpeg,0
454,cropped_12_8_11.jpeg,A
455,cropped_12_8_12.jpeg,A
456,cropped_12_8_13.jpeg,B
457,cropped_12_8_14.jpeg,A
458,cropped_12_8_15.jpeg,A
459,cropped_12_8_16.jpeg,A
460,cropped_12_8_17.jpeg,D
461,cropped_12_8_18.jpeg,B
462,cropped_12_8_19.jpeg,C
463,cropped_12_8_2.jpeg,0
464,cropped_12_8_20.jpeg,A
465,cropped_12_8_21.jpeg,A
466,cropped_12_8_22.jpeg,B
467,cropped_12_8_23.jpeg,B
468,cropped_12_8_24.jpeg,B
469,cropped_12_8_25.jpeg,A
470,cropped_12_8_26.jpeg,C
471,cropped_12_8_27.jpeg,C
472,cropped_12_8_28.jpeg,A
473,cropped_12_8_29.jpeg,A
474,cropped_12_8_3.jpeg,B
475,cropped_12_8_30.jpeg,B
476,cropped_12_8_31.jpeg,B
477,cropped_12_8_32.jpeg,D
478,cropped_12_8_33.jpeg,0
479,cropped_12_8_34.jpeg,0
480,cropped_12_8_35.jpeg,B
481,cropped_12_8_36.jpeg,B
482,cropped_12_8_37.jpeg,D
483,cropped_12_8_38.jpeg,0
484,cropped_12_8_39.jpeg,D
485,cropped_12_8_4.jpeg,0
486,cropped_12_8_40.jpeg,0
487,cropped_12_8_41.jpeg,C
488,cropped_12_8_42.jpeg,A
489,cropped_12_8_43.jpeg,B
490,cropped_12_8_44.jpeg,A
491,cropped_12_8_45.jpeg,D
492,cropped_12_8_46.jpeg,C
493,cropped_12_8_47.jpeg,D
494,cropped_12_8_48.jpeg,D
495,cropped_12_8_49.jpeg,B
496,cropped_12_8_5.jpeg,A
497,cropped_12_8_6.jpeg,A
498,cropped_12_8_7.jpeg,0
499,cropped_12_8_8.jpeg,C
500,cropped_12_8_9.jpeg,0
501,cropped_12_9_0.jpeg,D
502,cropped_12_9_1.jpeg,0
503,cropped_12_9_10.jpeg,D
504,cropped_12_9_11.jpeg,C
505,cropped_12_9_12.jpeg,B
506,cropped_12_9_13.jpeg,B
507,cropped_12_9_14.jpeg,A
508,cropped_12_9_15.jpeg,A
509,cropped_12_9_16.jpeg,D
510,cropped_12_9_17.jpeg,C
511,cropped_12_9_18.jpeg,D
512,cropped_12_9_19.jpeg,A
513,cropped_12_9_2.jpeg,0
514,cropped_12_9_20.jpeg,A
515,cropped_12_9_21.jpeg,A
516,cropped_12_9_22.jpeg,D
517,cropped_12_9_23.jpeg,D
518,cropped_12_9_24.jpeg,B
519,cropped_12_9_25.jpeg,A
520,cropped_12_9_26.jpeg,C
521,cropped_12_9_27.jpeg,A
522,cropped_12_9_28.jpeg,D
523,cropped_12_9_29.jpeg,C
524,cropped_12_9_3.jpeg,C
525,cropped_12_9_30.jpeg,B
526,cropped_12_9_31.jpeg,A
527,cropped_12_9_32.jpeg,D
528,cropped_12_9_33.jpeg,B
529,cropped_12_9_34.jpeg,C
530,cropped_12_9_35.jpeg,0
531,cropped_12_9_36.jpeg,B
532,cropped_12_9_37.jpeg,D
533,cropped_12_9_38.jpeg,D
534,cropped_12_9_39.jpeg,D
535,cropped_12_9_4.jpeg,0
536,cropped_12_9_40.jpeg,B
537,cropped_12_9_41.jpeg,A
538,cropped_12_9_42.jpeg,A
539,cropped_12_9_43.jpeg,D
540,cropped_12_9_44.jpeg,D
541,cropped_12_9_45.jpeg,D
542,cropped_12_9_46.jpeg,D
543,cropped_12_9_47.jpeg,D
544,cropped_12_9_48.jpeg,B
545,cropped_12_9_49.jpeg,C
546,cropped_12_9_5.jpeg,C
547,cropped_12_9_6.jpeg,A
548,cropped_12_9_7.jpeg,B
549,cropped_12_9_8.jpeg,C
550,cropped_12_9_9.jpeg,0
551,cropped_13_1_0.jpeg,C
552,cropped_13_1_1.jpeg,0
553,cropped_13_1_10.jpeg,0
554,cropped_13_1_11.jpeg,A
555,cropped_13_1_12.jpeg,D
556,cropped_13_1_13.jpeg,D
557,cropped_13_1_14.jpeg,A
558,cropped_13_1_15.jpeg,C
559,cropped_13_1_16.jpeg,B
560,cropped_13_1_17.jpeg,C
561,cropped_13_1_18.jpeg,C
562,cropped_13_1_19.jpeg,B
563,cropped_13_1_2.jpeg,A
564,cropped_13_1_20.jpeg,B
565,cropped_13_1_21.jpeg,A
566,cropped_13_1_22.jpeg,D
567,cropped_13_1_23.jpeg,D
568,cropped_13_1_24.jpeg,B
569,cropped_13_1_25.jpeg,A
570,cropped_13_1_26.jpeg,B
571,cropped_13_1_27.jpeg,C
572,cropped_13_1_28.jpeg,C
573,cropped_13_1_29.jpeg,C
574,cropped_13_1_3.jpeg,C
575,cropped_13_1_30.jpeg,B
576,cropped_13_1_31.jpeg,A
577,cropped_13_1_32.jpeg,C
578,cropped_13_1_33.jpeg,C
579,cropped_13_1_34.jpeg,C
580,cropped_13_1_35.jpeg,B
581,cropped_13_1_36.jpeg,B
582,cropped_13_1_37.jpeg,D
583,cropped_13_1_38.jpeg,D
584,cropped_13_1_39.jpeg,B
585,cropped_13_1_4.jpeg,0
586,cropped_13_1_40.jpeg,C
587,cropped_13_1_41.jpeg,B
588,cropped_13_1_42.jpeg,X
589,cropped_13_1_43.jpeg,A
590,cropped_13_1_44.jpeg,D
591,cropped_13_1_45.jpeg,B
592,cropped_13_1_46.jpeg,C
593,cropped_13_1_47.jpeg,D
594,cropped_13_1_48.jpeg,C
595,cropped_13_1_49.jpeg,C
596,cropped_13_1_5.jpeg,C
597,cropped_13_1_6.jpeg,A
598,cropped_13_1_7.jpeg,B
599,cropped_13_1_8.jpeg,0
600,cropped_13_1_9.jpeg,0
601,cropped_14_1_0.jpeg,D
602,cropped_14_1_1.jpeg,B
603,cropped_14_1_10.jpeg,D
604,cropped_14_1_11.jpeg,A
605,cropped_14_1_12.jpeg,B
606,cropped_14_1_13.jpeg,D
607,cropped_14_1_14.jpeg,A
608,cropped_14_1_15.jpeg,C
609,cropped_14_1_16.jpeg,D
610,cropped_14_1_17.jpeg,0
611,cropped_14_1_18.jpeg,A
612,cropped_14_1_19.jpeg,C
613,cropped_14_1_2.jpeg,A
614,cropped_14_1_20.jpeg,B
615,cropped_14_1_21.jpeg,A
616,cropped_14_1_22.jpeg,D
617,cropped_14_1_23.jpeg,C
618,cropped_14_1_24.jpeg,B
619,cropped_14_1_25.jpeg,B
620,cropped_14_1_26.jpeg,D
621,cropped_14_1_27.jpeg,0
622,cropped_14_1_28.jpeg,D
623,cropped_14_1_29.jpeg,A
624,cropped_14_1_3.jpeg,A
625,cropped_14_1_30.jpeg,A
626,cropped_14_1_31.jpeg,A
627,cropped_14_1_32.jpeg,A
628,cropped_14_1_33.jpeg,D
629,cropped_14_1_34.jpeg,C
630,cropped_14_1_35.jpeg,B
631,cropped_14_1_36.jpeg,B
632,cropped_14_1_37.jpeg,D
633,cropped_14_1_38.jpeg,B
634,cropped_14_1_39.jpeg,B
635,cropped_14_1_4.jpeg,0
636,cropped_14_1_40.jpeg,C
637,cropped_14_1_41.jpeg,A
638,cropped_14_1_42.jpeg,A
639,cropped_14_1_43.jpeg,D
640,cropped_14_1_44.jpeg,C
641,cropped_14_1_45.jpeg,B
642,cropped_14_1_46.jpeg,D
643,cropped_14_1_47.jpeg,D
644,cropped_14_1_48.jpeg,B
645,cropped_14_1_49.jpeg,C
646,cropped_14_1_5.jpeg,D
647,cropped_14_1_6.jpeg,A
648,cropped_14_1_7.jpeg,D
649,cropped_14_1_8.jpeg,C
650,cropped_14_1_9.jpeg,B
651,cropped_15_1_0.jpeg,C
652,cropped_15_1_1.jpeg,0
653,cropped_15_1_10.jpeg,0
654,cropped_15_1_11.jpeg,A
655,cropped_15_1_12.jpeg,B
656,cropped_15_1_13.jpeg,B
657,cropped_15_1_14.jpeg,A
658,cropped_15_1_15.jpeg,C
659,cropped_15_1_16.jpeg,B
660,cropped_15_1_17.jpeg,A
661,cropped_15_1_18.jpeg,D
662,cropped_15_1_19.jpeg,B
663,cropped_15_1_2.jpeg,0
664,cropped_15_1_20.jpeg,A
665,cropped_15_1_21.jpeg,A
666,cropped_15_1_22.jpeg,D
667,cropped_15_1_23.jpeg,A
668,cropped_15_1_24.jpeg,C
669,cropped_15_1_25.jpeg,B
670,cropped_15_1_26.jpeg,B
671,cropped_15_1_27.jpeg,C
672,cropped_15_1_28.jpeg,C
673,cropped_15_1_29.jpeg,C
674,cropped_15_1_3.jpeg,0
675,cropped_15_1_30.jpeg,B
676,cropped_15_1_31.jpeg,A
677,cropped_15_1_32.jpeg,C
678,cropped_15_1_33.jpeg,0
679,cropped_15_1_34.jpeg,C
680,cropped_15_1_35.jpeg,B
681,cropped_15_1_36.jpeg,C
682,cropped_15_1_37.jpeg,D
683,cropped_15_1_38.jpeg,B
684,cropped_15_1_39.jpeg,A
685,cropped_15_1_4.jpeg,0
686,cropped_15_1_40.jpeg,C
687,cropped_15_1_41.jpeg,0
688,cropped_15_1_42.jpeg,0
689,cropped_15_1_43.jpeg,C
690,cropped_15_1_44.jpeg,A
691,cropped_15_1_45.jpeg,0
692,cropped_15_1_46.jpeg,C
693,cropped_15_1_47.jpeg,A
694,cropped_15_1_48.jpeg,B
695,cropped_15_1_49.jpeg,C
696,cropped_15_1_5.jpeg,C
697,cropped_15_1_6.jpeg,A
698,cropped_15_1_7.jpeg,B
699,cropped_15_1_8.jpeg,0
700,cropped_15_1_9.jpeg,0
701,cropped_16_10_0.jpeg,C
702,cropped_16_10_1.jpeg,0
703,cropped_16_10_10.jpeg,0
704,cropped_16_10_11.jpeg,A
705,cropped_16_10_12.jpeg,0
706,cropped_16_10_13.jpeg,D
707,cropped_16_10_14.jpeg,A
708,cropped_16_10_15.jpeg,C
709,cropped_16_10_16.jpeg,B
710,cropped_16_10_17.jpeg,D
711,cropped_16_10_18.jpeg,C
712,cropped_16_10_19.jpeg,B
713,cropped_16_10_2.jpeg,A
714,cropped_16_10_20.jpeg,A
715,cropped_16_10_21.jpeg,A
716,cropped_16_10_22.jpeg,D
717,cropped_16_10_23.jpeg,A
718,cropped_16_10_24.jpeg,B
719,cropped_16_10_25.jpeg,D
720,cropped_16_10_26.jpeg,D
721,cropped_16_10_27.jpeg,B
722,cropped_16_10_28.jpeg,A
723,cropped_16_10_29.jpeg,B
724,cropped_16_10_3.jpeg,B
725,cropped_16_10_30.jpeg,B
726,cropped_16_10_31.jpeg,A
727,cropped_16_10_32.jpeg,C
728,cropped_16_10_33.jpeg,D
729,cropped_16_10_34.jpeg,D
730,cropped_16_10_35.jpeg,B
731,cropped_16_10_36.jpeg,B
732,cropped_16_10_37.jpeg,D
733,cropped_16_10_38.jpeg,B
734,cropped_16_10_39.jpeg,B
735,cropped_16_10_4.jpeg,0
